Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format
Zimbabwe,India,India,10 wickets,Harare,"Jul 13, 2024",T20I # 2759,T20I 
Zimbabwe,India,India,23 runs,Harare,"Jul 10, 2024",T20I # 2749,T20I 
Zimbabwe,India,India,100 runs,Harare,"Jul 7, 2024",T20I # 2739,T20I 
Zimbabwe,India,Zimbabwe,13 runs,Harare,"Jul 6, 2024",T20I # 2737,T20I 
India,Zimbabwe,India,71 runs,Melbourne,"Nov 6, 2022",T20I # 1873,T20I 
Zimbabwe,India,India,3 runs,Harare,"Jun 22, 2016",T20I # 560,T20I 
Zimbabwe,India,India,10 wickets,Harare,"Jun 20, 2016",T20I # 559,T20I 
Zimbabwe,India,Zimbabwe,2 runs,Harare,"Jun 18, 2016",T20I # 558,T20I 
Zimbabwe,India,Zimbabwe,10 runs,Harare,"Jul 19, 2015",T20I # 442,T20I 
Zimbabwe,India,India,54 runs,Harare,"Jul 17, 2015",T20I # 440,T20I 
Zimbabwe,India,India,7 wickets,Harare,"Jun 13, 2010",T20I # 183,T20I 
Zimbabwe,India,India,6 wickets,Harare,"Jun 12, 2010",T20I # 182,T20I 
Afghanistan,Australia,no result,,Lahore,"Feb 28, 2025",ODI # 4850,ODI 
Afghanistan,Australia,Australia,3 wickets,Wankhede,"Nov 7, 2023",ODI # 4696,ODI 
Afghanistan,Australia,Australia,7 wickets,Bristol,"Jun 1, 2019",ODI # 4146,ODI 
Australia,Afghanistan,Australia,275 runs,W.A.C.A,"Mar 4, 2015",ODI # 3623,ODI 
Afghanistan,Australia,Australia,66 runs,Sharjah,"Aug 25, 2012",ODI # 3297,ODI 
Afghanistan,Australia,Afghanistan,21 runs,Kingstown,"Jun 22, 2024",T20I # 2717,T20I 
Australia,Afghanistan,Australia,4 runs,Adelaide,"Nov 4, 2022",T20I # 1864,T20I 
Bangladesh,Afghanistan,Bangladesh,546 runs,Mirpur,"Jun 14-17, 2023",Test # 2506,Test 
Bangladesh,Afghanistan,Afghanistan,224 runs,Chattogram,"Sep 5-9, 2019",Test # 2361,Test 
Afghanistan,Bangladesh,Afghanistan,5 wickets,Sharjah,"Nov 11, 2024",ODI # 4806,ODI 
Afghanistan,Bangladesh,Bangladesh,68 runs,Sharjah,"Nov 9, 2024",ODI # 4803,ODI 
Afghanistan,Bangladesh,Afghanistan,92 runs,Sharjah,"Nov 6, 2024",ODI # 4798,ODI 
Afghanistan,Bangladesh,Bangladesh,6 wickets,Dharamsala,"Oct 7, 2023",ODI # 4660,ODI 
Afghanistan,Bangladesh,Bangladesh,89 runs,Lahore,"Sep 3, 2023",ODI # 4631,ODI 
Bangladesh,Afghanistan,Bangladesh,7 wickets,Chattogram,"Jul 11, 2023",ODI # 4621,ODI 
Bangladesh,Afghanistan,Afghanistan,142 runs,Chattogram,"Jul 8, 2023",ODI # 4619,ODI 
Bangladesh,Afghanistan,Afghanistan,17 runs,Chattogram,"Jul 5, 2023",ODI # 4615,ODI 
Bangladesh,Afghanistan,Afghanistan,7 wickets,Chattogram,"Feb 28, 2022",ODI # 4359,ODI 
Bangladesh,Afghanistan,Bangladesh,88 runs,Chattogram,"Feb 25, 2022",ODI # 4358,ODI 
Bangladesh,Afghanistan,Bangladesh,4 wickets,Chattogram,"Feb 23, 2022",ODI # 4357,ODI 
Afghanistan,Bangladesh,Bangladesh,62 runs,Southampton,"Jun 24, 2019",ODI # 4172,ODI 
Afghanistan,Bangladesh,Bangladesh,3 runs,Abu Dhabi,"Sep 23, 2018",ODI # 4045,ODI 
Afghanistan,Bangladesh,Afghanistan,136 runs,Abu Dhabi,"Sep 20, 2018",ODI # 4041,ODI 
Bangladesh,Afghanistan,Bangladesh,141 runs,Mirpur,"Oct 1, 2016",ODI # 3786,ODI 
Bangladesh,Afghanistan,Afghanistan,2 wickets,Mirpur,"Sep 28, 2016",ODI # 3783,ODI 
Bangladesh,Afghanistan,Bangladesh,7 runs,Mirpur,"Sep 25, 2016",ODI # 3781,ODI 
Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra,"Feb 18, 2015",ODI # 3605,ODI 
Bangladesh,Afghanistan,Afghanistan,32 runs,Fatullah,"Mar 1, 2014",ODI # 3478,ODI 
Afghanistan,Bangladesh,Afghanistan,8 runs,Kingstown,"Jun 24, 2024",T20I # 2722,T20I 
Bangladesh,Afghanistan,Bangladesh,6 wickets,Sylhet,"Jul 16, 2023",T20I # 2145,T20I 
Bangladesh,Afghanistan,Bangladesh,2 wickets,Sylhet,"Jul 14, 2023",T20I # 2138,T20I 
Afghanistan,Bangladesh,Afghanistan,7 wickets,Sharjah,"Aug 30, 2022",T20I # 1753,T20I 
Bangladesh,Afghanistan,Afghanistan,8 wickets,Mirpur,"Mar 5, 2022",T20I # 1496,T20I 
Bangladesh,Afghanistan,Bangladesh,61 runs,Mirpur,"Mar 3, 2022",T20I # 1495,T20I 
Bangladesh,Afghanistan,Bangladesh,4 wickets,Chattogram,"Sep 21, 2019",T20I # 892,T20I 
Bangladesh,Afghanistan,Afghanistan,25 runs,Mirpur,"Sep 15, 2019",T20I # 883,T20I 
Afghanistan,Bangladesh,Afghanistan,1 run,Dehradun,"Jun 7, 2018",T20I # 669,T20I 
Afghanistan,Bangladesh,Afghanistan,6 wickets,Dehradun,"Jun 5, 2018",T20I # 668,T20I 
Afghanistan,Bangladesh,Afghanistan,45 runs,Dehradun,"Jun 3, 2018",T20I # 667,T20I 
Bangladesh,Afghanistan,Bangladesh,9 wickets,Mirpur,"Mar 16, 2014",T20I # 366,T20I 
Afghanistan,England,Afghanistan,8 runs,Lahore,"Feb 26, 2025",ODI # 4849,ODI 
Afghanistan,England,Afghanistan,69 runs,Delhi,"Oct 15, 2023",ODI # 4670,ODI 
England,Afghanistan,England,150 runs,Manchester,"Jun 18, 2019",ODI # 4163,ODI 
Afghanistan,England,England,9 wickets,Sydney,"Mar 13, 2015",ODI # 3635,ODI 
Afghanistan,England,England,5 wickets,Perth,"Oct 22, 2022",T20I # 1840,T20I 
Afghanistan,England,England,15 runs,Delhi,"Mar 23, 2016",T20I # 546,T20I 
Afghanistan,England,England,116 runs,Colombo (RPS),"Sep 21, 2012",T20I # 268,T20I 
Afghanistan,Ireland,Ireland,6 wickets,Tolerance Oval,"Feb 28-Mar 1, 2024",Test # 2532,Test 
Afghanistan,Ireland,Afghanistan,7 wickets,Dehradun,"Mar 15-18, 2019",Test # 2351,Test 
Afghanistan,Ireland,Afghanistan,117 runs,Sharjah,"Mar 12, 2024",ODI # 4742,ODI 
Afghanistan,Ireland,Afghanistan,35 runs,Sharjah,"Mar 7, 2024",ODI # 4741,ODI 
Afghanistan,Ireland,Afghanistan,36 runs,Abu Dhabi,"Jan 26, 2021",ODI # 4275,ODI 
Afghanistan,Ireland,Afghanistan,7 wickets,Abu Dhabi,"Jan 24, 2021",ODI # 4273,ODI 
Afghanistan,Ireland,Afghanistan,16 runs,Abu Dhabi,"Jan 21, 2021",ODI # 4271,ODI 
Ireland,Afghanistan,Afghanistan,126 runs,Belfast,"May 21, 2019",ODI # 4141,ODI 
Ireland,Afghanistan,Ireland,72 runs,Belfast,"May 19, 2019",ODI # 4139,ODI 
Afghanistan,Ireland,Ireland,5 wickets,Dehradun,"Mar 10, 2019",ODI # 4110,ODI 
Afghanistan,Ireland,Afghanistan,109 runs,Dehradun,"Mar 8, 2019",ODI # 4108,ODI 
Afghanistan,Ireland,Ireland,4 wickets,Dehradun,"Mar 5, 2019",ODI # 4105,ODI 
Afghanistan,Ireland,no result,,Dehradun,"Mar 2, 2019",ODI # 4101,ODI 
Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,"Feb 28, 2019",ODI # 4100,ODI 
Ireland,Afghanistan,Afghanistan,8 wickets,Belfast,"Aug 31, 2018",ODI # 4035,ODI 
Ireland,Afghanistan,Ireland,3 wickets,Belfast,"Aug 29, 2018",ODI # 4033,ODI 
Ireland,Afghanistan,Afghanistan,29 runs,Belfast,"Aug 27, 2018",ODI # 4032,ODI 
Afghanistan,Ireland,Afghanistan,5 wickets,Harare,"Mar 23, 2018",ODI # 4006,ODI 
Afghanistan,Ireland,Ireland,5 wickets,Sharjah,"Dec 10, 2017",ODI # 3940,ODI 
Afghanistan,Ireland,Ireland,51 runs,Sharjah,"Dec 7, 2017",ODI # 3937,ODI 
Afghanistan,Ireland,Afghanistan,138 runs,Sharjah,"Dec 5, 2017",ODI # 3935,ODI 
Afghanistan,Ireland,Afghanistan,7 wickets,Greater Noida,"Mar 24, 2017",ODI # 3854,ODI 
Afghanistan,Ireland,Ireland,3 wickets,Greater Noida,"Mar 22, 2017",ODI # 3853,ODI 
Afghanistan,Ireland,Ireland,6 wickets,Greater Noida,"Mar 19, 2017",ODI # 3852,ODI 
Afghanistan,Ireland,Afghanistan,34 runs,Greater Noida,"Mar 17, 2017",ODI # 3851,ODI 
Afghanistan,Ireland,Afghanistan,30 runs,Greater Noida,"Mar 15, 2017",ODI # 3850,ODI 
Ireland,Afghanistan,Ireland,12 runs,Belfast,"Jul 19, 2016",ODI # 3764,ODI 
Ireland,Afghanistan,Afghanistan,79 runs,Belfast,"Jul 17, 2016",ODI # 3763,ODI 
Ireland,Afghanistan,Ireland,6 wickets,Belfast,"Jul 14, 2016",ODI # 3762,ODI 
Ireland,Afghanistan,Afghanistan,39 runs,Belfast,"Jul 12, 2016",ODI # 3761,ODI 
Afghanistan,Ireland,Afghanistan,71 runs,Dubai (DICS),"Jan 17, 2015",ODI # 3581,ODI 
Afghanistan,Ireland,Ireland,3 wickets,Dubai (DICS),"Jan 10, 2015",ODI # 3573,ODI 
Ireland,Afghanistan,Ireland,59 runs,Dublin,"Jul 5, 2012",ODI # 3282,ODI 
Afghanistan,Ireland,Ireland,39 runs,Rotterdam,"Jul 3-4, 2010",ODI # 3008,ODI 
Afghanistan,Ireland,Afghanistan,57 runs,Sharjah,"Mar 18, 2024",T20I # 2529,T20I 
Afghanistan,Ireland,Afghanistan,10 runs,Sharjah,"Mar 17, 2024",T20I # 2526,T20I 
Afghanistan,Ireland,Ireland,38 runs,Sharjah,"Mar 15, 2024",T20I # 2521,T20I 
Ireland,Afghanistan,Ireland,7 wickets,Belfast,"Aug 17, 2022",T20I # 1738,T20I 
Ireland,Afghanistan,Afghanistan,27 runs,Belfast,"Aug 15, 2022",T20I # 1736,T20I 
Ireland,Afghanistan,Afghanistan,22 runs,Belfast,"Aug 12, 2022",T20I # 1731,T20I 
Ireland,Afghanistan,Ireland,5 wickets,Belfast,"Aug 11, 2022",T20I # 1729,T20I 
Ireland,Afghanistan,Ireland,7 wickets,Belfast,"Aug 9, 2022",T20I # 1727,T20I 
Afghanistan,Ireland,tied,,Greater Noida,"Mar 10, 2020",T20I # 1083,T20I 
Afghanistan,Ireland,Afghanistan,21 runs,Greater Noida,"Mar 8, 2020",T20I # 1079,T20I 
Afghanistan,Ireland,Afghanistan,11 runs,Greater Noida,"Mar 6, 2020",T20I # 1077,T20I 
Afghanistan,Ireland,Afghanistan,32 runs,Dehradun,"Feb 24, 2019",T20I # 747,T20I 
Afghanistan,Ireland,Afghanistan,84 runs,Dehradun,"Feb 23, 2019",T20I # 746,T20I 
Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,"Feb 21, 2019",T20I # 745,T20I 
Ireland,Afghanistan,Afghanistan,81 runs,Bready,"Aug 22, 2018",T20I # 697,T20I 
Ireland,Afghanistan,Afghanistan,16 runs,Bready,"Aug 20, 2018",T20I # 696,T20I 
Afghanistan,Ireland,Afghanistan,28 runs,Greater Noida,"Mar 12, 2017",T20I # 601,T20I 
Afghanistan,Ireland,Afghanistan,17 runs,Greater Noida,"Mar 10, 2017",T20I # 600,T20I 
Afghanistan,Ireland,Afghanistan,6 wickets,Greater Noida,"Mar 8, 2017",T20I # 599,T20I 
Afghanistan,Ireland,Afghanistan,10 wickets,Dubai (DICS),"Jan 20, 2017",T20I # 588,T20I 
Afghanistan,Ireland,Afghanistan,5 wickets,Abu Dhabi,"Jan 14, 2017",T20I # 578,T20I 
Afghanistan,Ireland,Ireland,68 runs,Abu Dhabi,"Nov 30, 2013",T20I # 348,T20I 
Afghanistan,Ireland,Ireland,5 wickets,Dubai (DICS),"Mar 24, 2012",T20I # 240,T20I 
Afghanistan,Ireland,Afghanistan,8 wickets,Dubai (DICS),"Feb 13, 2010",T20I # 143,T20I 
Afghanistan,Ireland,Afghanistan,13 runs,Dubai (DICS),"Feb 9, 2010",T20I # 135,T20I 
Afghanistan,Ireland,Ireland,5 wickets,Colombo (PSS),"Feb 1, 2010",T20I # 128,T20I 
Afghanistan,New Zealand,New Zealand,149 runs,Chennai,"Oct 18, 2023",ODI # 4673,ODI 
Afghanistan,New Zealand,New Zealand,7 wickets,Taunton,"Jun 8, 2019",ODI # 4154,ODI 
New Zealand,Afghanistan,New Zealand,6 wickets,Napier,"Mar 8, 2015",ODI # 3628,ODI 
Afghanistan,New Zealand,Afghanistan,84 runs,Providence,"Jun 7, 2024",T20I # 2645,T20I 
Afghanistan,New Zealand,New Zealand,8 wickets,Abu Dhabi,"Nov 7, 2021",T20I # 1402,T20I 
Afghanistan,South Africa,South Africa,107 runs,Karachi,"Feb 21, 2025",ODI # 4845,ODI 
Afghanistan,South Africa,South Africa,7 wickets,Sharjah,"Sep 22, 2024",ODI # 4772,ODI 
Afghanistan,South Africa,Afghanistan,177 runs,Sharjah,"Sep 20, 2024",ODI # 4768,ODI 
Afghanistan,South Africa,Afghanistan,6 wickets,Sharjah,"Sep 18, 2024",ODI # 4764,ODI 
Afghanistan,South Africa,South Africa,5 wickets,Ahmedabad,"Nov 10, 2023",ODI # 4699,ODI 
Afghanistan,South Africa,South Africa,9 wickets,Cardiff,"Jun 15, 2019",ODI # 4160,ODI 
Afghanistan,South Africa,South Africa,9 wickets,Tarouba,"Jun 26, 2024",T20I # 2723,T20I 
Afghanistan,South Africa,South Africa,37 runs,Wankhede,"Mar 20, 2016",T20I # 542,T20I 
Afghanistan,South Africa,South Africa,59 runs,Bridgetown,"May 5, 2010",T20I # 162,T20I 
Sri Lanka,Afghanistan,Sri Lanka,10 wickets,Colombo (SSC),"Feb 2-5, 2024",Test # 2527,Test 
Sri Lanka,Afghanistan,Sri Lanka,7 wickets,Pallekele,"Feb 14, 2024",ODI # 4729,ODI 
Sri Lanka,Afghanistan,Sri Lanka,155 runs,Pallekele,"Feb 11, 2024",ODI # 4727,ODI 
Sri Lanka,Afghanistan,Sri Lanka,42 runs,Pallekele,"Feb 9, 2024",ODI # 4725,ODI 
Afghanistan,Sri Lanka,Afghanistan,7 wickets,Pune,"Oct 30, 2023",ODI # 4687,ODI 
Afghanistan,Sri Lanka,Sri Lanka,2 runs,Lahore,"Sep 5, 2023",ODI # 4633,ODI 
Sri Lanka,Afghanistan,Sri Lanka,9 wickets,Hambantota,"Jun 7, 2023",ODI # 4583,ODI 
Sri Lanka,Afghanistan,Sri Lanka,132 runs,Hambantota,"Jun 4, 2023",ODI # 4580,ODI 
Sri Lanka,Afghanistan,Afghanistan,6 wickets,Hambantota,"Jun 2, 2023",ODI # 4579,ODI 
Sri Lanka,Afghanistan,Sri Lanka,4 wickets,Pallekele,"Nov 30, 2022",ODI # 4490,ODI 
Sri Lanka,Afghanistan,no result,,Pallekele,"Nov 27, 2022",ODI # 4488,ODI 
Sri Lanka,Afghanistan,Afghanistan,60 runs,Pallekele,"Nov 25, 2022",ODI # 4485,ODI 
Afghanistan,Sri Lanka,Sri Lanka,34 runs,Cardiff,"Jun 4, 2019",ODI # 4149,ODI 
Afghanistan,Sri Lanka,Afghanistan,91 runs,Abu Dhabi,"Sep 17, 2018",ODI # 4038,ODI 
Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Dunedin,"Feb 22, 2015",ODI # 3609,ODI 
Afghanistan,Sri Lanka,Sri Lanka,129 runs,Mirpur,"Mar 3, 2014",ODI # 3481,ODI 
Sri Lanka,Afghanistan,Afghanistan,3 runs,Dambulla,"Feb 21, 2024",T20I # 2482,T20I 
Sri Lanka,Afghanistan,Sri Lanka,72 runs,Dambulla,"Feb 19, 2024",T20I # 2480,T20I 
Sri Lanka,Afghanistan,Sri Lanka,4 runs,Dambulla,"Feb 17, 2024",T20I # 2479,T20I 
Afghanistan,Sri Lanka,Afghanistan,8 runs,Hangzhou,"Oct 4, 2023",T20I # 2282,T20I 
Afghanistan,Sri Lanka,Sri Lanka,6 wickets,Brisbane,"Nov 1, 2022",T20I # 1856,T20I 
Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Sharjah,"Sep 3, 2022",T20I # 1757,T20I 
Afghanistan,Sri Lanka,Afghanistan,8 wickets,Dubai (DICS),"Aug 27, 2022",T20I # 1748,T20I 
Afghanistan,Sri Lanka,Sri Lanka,6 wickets,Eden Gardens,"Mar 17, 2016",T20I # 538,T20I 
Afghanistan,West Indies,West Indies,9 wickets,Lucknow,"Nov 27-29, 2019",Test # 2370,Test 
Afghanistan,West Indies,West Indies,5 wickets,Lucknow,"Nov 11, 2019",ODI # 4215,ODI 
Afghanistan,West Indies,West Indies,47 runs,Lucknow,"Nov 9, 2019",ODI # 4214,ODI 
Afghanistan,West Indies,West Indies,7 wickets,Lucknow,"Nov 6, 2019",ODI # 4213,ODI 
Afghanistan,West Indies,West Indies,23 runs,Leeds,"Jul 4, 2019",ODI # 4184,ODI 
Afghanistan,West Indies,Afghanistan,7 wickets,Harare,"Mar 25, 2018",ODI # 4007,ODI 
Afghanistan,West Indies,Afghanistan,3 wickets,Harare,"Mar 15, 2018",ODI # 3997,ODI 
West Indies,Afghanistan,no result,,Gros Islet,"Jun 14, 2017",ODI # 3890,ODI 
West Indies,Afghanistan,West Indies,4 wickets,Gros Islet,"Jun 11, 2017",ODI # 3887,ODI 
West Indies,Afghanistan,Afghanistan,63 runs,Gros Islet,"Jun 9, 2017",ODI # 3884,ODI 
West Indies,Afghanistan,West Indies,104 runs,Gros Islet,"Jun 17, 2024",T20I # 2703,T20I 
Afghanistan,West Indies,Afghanistan,29 runs,Lucknow,"Nov 17, 2019",T20I # 1017,T20I 
Afghanistan,West Indies,Afghanistan,41 runs,Lucknow,"Nov 16, 2019",T20I # 1016,T20I 
Afghanistan,West Indies,West Indies,30 runs,Lucknow,"Nov 14, 2019",T20I # 1015,T20I 
West Indies,Afghanistan,West Indies,7 wickets,Basseterre,"Jun 5, 2017",T20I # 613,T20I 
West Indies,Afghanistan,West Indies,29 runs,Basseterre,"Jun 3, 2017",T20I # 612,T20I 
West Indies,Afghanistan,West Indies,6 wickets,Basseterre,"Jun 2, 2017",T20I # 611,T20I 
Afghanistan,West Indies,Afghanistan,6 runs,Nagpur,"Mar 27, 2016",T20I # 552,T20I 
Zimbabwe,Afghanistan,Afghanistan,72 runs,Bulawayo,"Jan 2-6, 2025",Test # 2574,Test 
Zimbabwe,Afghanistan,drawn,,Bulawayo,"Dec 26-30, 2024",Test # 2573,Test 
Afghanistan,Zimbabwe,Afghanistan,6 wickets,Abu Dhabi,"Mar 10-14, 2021",Test # 2415,Test 
Afghanistan,Zimbabwe,Zimbabwe,10 wickets,Abu Dhabi,"Mar 2-3, 2021",Test # 2413,Test 
Zimbabwe,Afghanistan,Afghanistan,8 wickets,Harare,"Dec 21, 2024",ODI # 4820,ODI 
Zimbabwe,Afghanistan,Afghanistan,232 runs,Harare,"Dec 19, 2024",ODI # 4818,ODI 
Zimbabwe,Afghanistan,no result,,Harare,"Dec 17, 2024",ODI # 4816,ODI 
Zimbabwe,Afghanistan,Afghanistan,4 wickets,Harare,"Jun 9, 2022",ODI # 4403,ODI 
Zimbabwe,Afghanistan,Afghanistan,8 wickets,Harare,"Jun 6, 2022",ODI # 4400,ODI 
Zimbabwe,Afghanistan,Afghanistan,60 runs,Harare,"Jun 4, 2022",ODI # 4397,ODI 
Zimbabwe,Afghanistan,Zimbabwe,2 runs,Bulawayo,"Mar 6, 2018",ODI # 3988,ODI 
Afghanistan,Zimbabwe,Afghanistan,146 runs,Sharjah,"Feb 19, 2018",ODI # 3979,ODI 
Afghanistan,Zimbabwe,Afghanistan,10 wickets,Sharjah,"Feb 16, 2018",ODI # 3977,ODI 
Afghanistan,Zimbabwe,Afghanistan,6 wickets,Sharjah,"Feb 13, 2018",ODI # 3975,ODI 
Afghanistan,Zimbabwe,Zimbabwe,154 runs,Sharjah,"Feb 11, 2018",ODI # 3974,ODI 
Afghanistan,Zimbabwe,Afghanistan,154 runs,Sharjah,"Feb 9, 2018",ODI # 3972,ODI 
Zimbabwe,Afghanistan,Afghanistan,106 runs,Harare,"Feb 26, 2017",ODI # 3842,ODI 
Zimbabwe,Afghanistan,Zimbabwe,7 wickets,Harare,"Feb 24, 2017",ODI # 3840,ODI 
Zimbabwe,Afghanistan,Zimbabwe,3 runs,Harare,"Feb 21, 2017",ODI # 3838,ODI 
Zimbabwe,Afghanistan,Afghanistan,54 runs,Harare,"Feb 19, 2017",ODI # 3837,ODI 
Zimbabwe,Afghanistan,Afghanistan,12 runs,Harare,"Feb 16, 2017",ODI # 3835,ODI 
Afghanistan,Zimbabwe,Afghanistan,2 wickets,Sharjah,"Jan 6, 2016",ODI # 3722,ODI 
Afghanistan,Zimbabwe,Zimbabwe,65 runs,Sharjah,"Jan 4, 2016",ODI # 3720,ODI 
Afghanistan,Zimbabwe,Zimbabwe,117 runs,Sharjah,"Jan 2, 2016",ODI # 3719,ODI 
Afghanistan,Zimbabwe,Afghanistan,4 wickets,Sharjah,"Dec 29, 2015",ODI # 3716,ODI 
Afghanistan,Zimbabwe,Afghanistan,49 runs,Sharjah,"Dec 25, 2015",ODI # 3713,ODI 
Zimbabwe,Afghanistan,Afghanistan,73 runs,Bulawayo,"Oct 24, 2015",ODI # 3699,ODI 
Zimbabwe,Afghanistan,Afghanistan,3 wickets,Bulawayo,"Oct 22, 2015",ODI # 3697,ODI 
Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,"Oct 20, 2015",ODI # 3696,ODI 
Zimbabwe,Afghanistan,Afghanistan,58 runs,Bulawayo,"Oct 18, 2015",ODI # 3694,ODI 
Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,"Oct 16, 2015",ODI # 3693,ODI 
Zimbabwe,Afghanistan,Afghanistan,100 runs,Bulawayo,"Jul 24, 2014",ODI # 3506,ODI 
Zimbabwe,Afghanistan,Afghanistan,2 wickets,Bulawayo,"Jul 22, 2014",ODI # 3505,ODI 
Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,"Jul 20, 2014",ODI # 3504,ODI 
Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,"Jul 18, 2014",ODI # 3503,ODI 
Zimbabwe,Afghanistan,Afghanistan,3 wickets,Harare,"Dec 14, 2024",T20I # 3050,T20I 
Zimbabwe,Afghanistan,Afghanistan,50 runs,Harare,"Dec 13, 2024",T20I # 3045,T20I 
Zimbabwe,Afghanistan,Zimbabwe,4 wickets,Harare,"Dec 11, 2024",T20I # 3030,T20I 
Zimbabwe,Afghanistan,Afghanistan,35 runs,Harare,"Jun 14, 2022",T20I # 1570,T20I 
Zimbabwe,Afghanistan,Afghanistan,21 runs,Harare,"Jun 12, 2022",T20I # 1568,T20I 
Zimbabwe,Afghanistan,Afghanistan,6 wickets,Harare,"Jun 11, 2022",T20I # 1561,T20I 
Afghanistan,Zimbabwe,Afghanistan,47 runs,Abu Dhabi,"Mar 20, 2021",T20I # 1137,T20I 
Afghanistan,Zimbabwe,Afghanistan,45 runs,Abu Dhabi,"Mar 19, 2021",T20I # 1136,T20I 
Afghanistan,Zimbabwe,Afghanistan,48 runs,Abu Dhabi,"Mar 17, 2021",T20I # 1134,T20I 
Afghanistan,Zimbabwe,Zimbabwe,7 wickets,Chattogram,"Sep 20, 2019",T20I # 890,T20I 
Afghanistan,Zimbabwe,Afghanistan,28 runs,Mirpur,"Sep 14, 2019",T20I # 882,T20I 
Afghanistan,Zimbabwe,Afghanistan,17 runs,Sharjah,"Feb 6, 2018",T20I # 644,T20I 
Afghanistan,Zimbabwe,Afghanistan,5 wickets,Sharjah,"Feb 5, 2018",T20I # 643,T20I 
Afghanistan,Zimbabwe,Afghanistan,59 runs,Nagpur,"Mar 12, 2016",T20I # 531,T20I 
Afghanistan,Zimbabwe,Afghanistan,81 runs,Sharjah,"Jan 10, 2016",T20I # 477,T20I 
Afghanistan,Zimbabwe,Afghanistan,5 runs,Sharjah,"Jan 8, 2016",T20I # 475,T20I 
Zimbabwe,Afghanistan,Afghanistan,5 wickets,Bulawayo,"Oct 28, 2015",T20I # 459,T20I 
Zimbabwe,Afghanistan,Afghanistan,6 wickets,Bulawayo,"Oct 26, 2015",T20I # 458,T20I 
Bangladesh,Australia,Australia,7 wickets,Chattogram,"Sep 4-7, 2017",Test # 2273,Test 
Bangladesh,Australia,Bangladesh,20 runs,Mirpur,"Aug 27-30, 2017",Test # 2272,Test 
Bangladesh,Australia,Australia,inns & 80 runs,Chattogram,"Apr 16-20, 2006",Test # 1799,Test 
Bangladesh,Australia,Australia,3 wickets,Fatullah,"Apr 9-13, 2006",Test # 1797,Test 
Australia,Bangladesh,Australia,inns & 98 runs,Cairns,"Jul 25-28, 2003",Test # 1652,Test 
Australia,Bangladesh,Australia,inns & 132 runs,Darwin,"Jul 18-20, 2003",Test # 1650,Test 
Australia,Bangladesh,Australia,8 wickets,Pune,"Nov 11, 2023",ODI # 4700,ODI 
Australia,Bangladesh,Australia,48 runs,Nottingham,"Jun 20, 2019",ODI # 4166,ODI 
Australia,Bangladesh,no result,,The Oval,"Jun 5, 2017",ODI # 3879,ODI 
Bangladesh,Australia,Australia,66 runs,Mirpur,"Apr 13, 2011",ODI # 3151,ODI 
Bangladesh,Australia,Australia,9 wickets,Mirpur,"Apr 11, 2011",ODI # 3150,ODI 
Bangladesh,Australia,Australia,60 runs,Mirpur,"Apr 9, 2011",ODI # 3149,ODI 
Australia,Bangladesh,Australia,73 runs,Darwin,"Sep 6, 2008",ODI # 2762,ODI 
Australia,Bangladesh,Australia,8 wickets,Darwin,"Sep 3, 2008",ODI # 2760,ODI 
Australia,Bangladesh,Australia,180 runs,Darwin,"Aug 30, 2008",ODI # 2758,ODI 
Australia,Bangladesh,Australia,10 wickets,North Sound,"Mar 31, 2007",ODI # 2559,ODI 
Bangladesh,Australia,Australia,9 wickets,Fatullah,"Apr 28, 2006",ODI # 2367,ODI 
Bangladesh,Australia,Australia,67 runs,Fatullah,"Apr 26, 2006",ODI # 2366,ODI 
Bangladesh,Australia,Australia,4 wickets,Chattogram,"Apr 23, 2006",ODI # 2365,ODI 
Australia,Bangladesh,Australia,6 wickets,Canterbury,"Jun 30, 2005",ODI # 2257,ODI 
Australia,Bangladesh,Australia,10 wickets,Manchester,"Jun 25, 2005",ODI # 2254,ODI 
Australia,Bangladesh,Bangladesh,5 wickets,Cardiff,"Jun 18, 2005",ODI # 2250,ODI 
Australia,Bangladesh,Australia,112 runs,Darwin,"Aug 6, 2003",ODI # 2040,ODI 
Australia,Bangladesh,Australia,9 wickets,Cairns,"Aug 3, 2003",ODI # 2039,ODI 
Australia,Bangladesh,Australia,8 wickets,Cairns,"Aug 2, 2003",ODI # 2038,ODI 
Australia,Bangladesh,Australia,9 wickets,Colombo (SSC),"Sep 19, 2002",ODI # 1881,ODI 
Australia,Bangladesh,Australia,7 wickets,Chester-le-Street,"May 27, 1999",ODI # 1464,ODI 
Australia,Bangladesh,Australia,7 wickets,Sharjah,"Apr 30, 1990",ODI # 628,ODI 
Australia,Bangladesh,Australia,28 runs,North Sound,"Jun 20, 2024",T20I # 2711,T20I 
Australia,Bangladesh,Australia,8 wickets,Dubai (DICS),"Nov 4, 2021",T20I # 1391,T20I 
